LUX,DATE,TIME
326.67,2025-09-12,17:59
316.67,2025-09-12,17:59
222.08,2025-09-12,18:14
157.50,2025-09-12,18:29
81.25,2025-09-12,18:44
26.67,2025-09-12,18:59
7.08,2025-09-12,19:14
1.67,2025-09-12,19:29
3.75,2025-09-12,19:44
3.33,2025-09-12,19:59
3.33,2025-09-12,20:14
4.17,2025-09-12,20:29
4.58,2025-09-12,20:44
3.33,2025-09-12,20:59
3.75,2025-09-12,21:14
4.58,2025-09-12,21:29
1.25,2025-09-12,21:44
1.67,2025-09-12,21:59
